,S11,S21,S31
5.58,(-0.1211574338140342+0.04878933960084417j),(0.2286273374195751+0.9647213560276067j),(9.314749140014992e-05+7.543355083705597e-06j)
5.581,(-0.1211293389515087+0.04882881028944901j),(0.2289374928352104+0.9646493533729749j),(9.313873747564203e-05+7.518254124481672e-06j)
5.582,(-0.1211012180613219+0.04886826334565628j),(0.2292476270615124+0.9645772523232532j),(9.313005121454003e-05+7.493164059214851e-06j)
5.583,(-0.121073071154744+0.04890769875233835j),(0.2295577400685761+0.964505052883095j),(9.312143252373886e-05+7.468084822923615e-06j)
5.584,(-0.1210448982430558+0.04894711649237379j),(0.2298678318264926+0.9644327550571613j),(9.311288130913269e-05+7.443016352303137e-06j)
5.585,(-0.1210166993375487+0.0489865165486487j),(0.2301779023053532+0.9643603588501222j),(9.310439747820017e-05+7.417958582417745e-06j)
5.586,(-0.1209884744495247+0.04902589890405492j),(0.2304879514752473+0.9642878642666564j),(9.30959809380283e-05+7.392911449286362e-06j)
5.587,(-0.1209602235902966+0.04906526354149155j),(0.2307979793062633+0.964215271311451j),(9.308763159744302e-05+7.367874888627554e-06j)
5.588,(-0.1209319467711874+0.0491046104438641j),(0.2311079857684872+0.9641425799892014j),(9.30793493638136e-05+7.342848837496568e-06j)
5.589,(-0.1209036440035309+0.04914393959408492j),(0.231417970832006+0.9640697903046124j),(9.307113414518327e-05+7.317833231582865e-06j)
5.59,(-0.1208753152986714+0.04918325097507273j),(0.2317279344669028+0.9639969022623962j),(9.306298585179412e-05+7.292828007227254e-06j)
5.591,(-0.1208469606679639+0.04922254456975329j),(0.2320378766432615+0.9639239158672747j),(9.305490439197435e-05+7.267833101537424e-06j)
5.592,(-0.1208185801227737+0.0492618203610588j),(0.2323477973311636+0.9638508311239774j),(9.304688967610007e-05+7.242848450330156e-06j)
5.593,(-0.1207901736744769+0.0493010783319283j),(0.2326576965006898+0.9637776480372432j),(9.30389416138527e-05+7.217873991370953e-06j)
5.594,(-0.1207617413344599+0.04934031846530732j),(0.2329675741219188+0.9637043666118194j),(9.30310601154385e-05+7.192909661058164e-06j)
5.595,(-0.12073328311412+0.04937954074414819j),(0.2332774301649293+0.9636309868524612j),(9.302324509235258e-05+7.167955396710296e-06j)
5.596,(-0.120704799024865+0.04941874515141048j),(0.2335872645997977+0.9635575087639336j),(9.301549645447969e-05+7.143011135384275e-06j)
5.597,(-0.1206762890781128+0.04945793167005955j),(0.2338970773966+0.9634839323510096j),(9.300781411528442e-05+7.118076814409261e-06j)
5.598,(-0.1206477532852922+0.04949710028306799j),(0.2342068685254098+0.9634102576184693j),(9.300019798509491e-05+7.093152371654725e-06j)
5.599,(-0.1206191916578429+0.04953625097341532j),(0.2345166379563003+0.9633364845711043j),(9.299264797690455e-05+7.068237743735402e-06j)
5.6,(-0.1205906042072142+0.04957538372408728j),(0.2348263856593439+0.9632626132137132j),(9.298516400301364e-05+7.043332869716254e-06j)
5.601,(-0.1205619909448668+0.04961449851807685j),(0.2351361116046099+0.9631886435511029j),(9.297774597670962e-05+7.018437686185038e-06j)
5.602,(-0.1205333518822717+0.04965359533838344j),(0.2354458157621682+0.9631145755880892j),(9.297039381119833e-05+6.993552131607526e-06j)
5.603,(-0.1205046870309101+0.04969267416801345j),(0.2357554981020881+0.9630404093294974j),(9.296310742006263e-05+6.968676144303127e-06j)
5.604,(-0.1204759964022742+0.04973173498998004j),(0.2360651585944352+0.96296614478016j),(9.295588671756888e-05+6.943809662023792e-06j)
5.605,(-0.1204472800078664+0.04977077778730276j),(0.2363747972092752+0.9628917819449191j),(9.294873161820882e-05+6.918952623330865e-06j)
5.606,(-0.1204185378591996+0.04980980254300848j),(0.2366844139166734+0.9628173208286253j),(9.294164203639359e-05+6.894104966333001e-06j)
5.607,(-0.1203897699677976+0.04984880924013061j),(0.236994008686692+0.9627427614361375j),(9.29346178873726e-05+6.86926663063832e-06j)
5.608,(-0.1203609763451943+0.0498877978617092j),(0.237303581489394+0.9626681037723231j),(9.292765908723458e-05+6.844437553870948e-06j)
5.609,(-0.1203321570029343+0.04992676839079146j),(0.2376131322948403+0.9625933478420593j),(9.292076555091662e-05+6.81961767507822e-06j)
5.61,(-0.1203033119525726+0.04996572081043115j),(0.2379226610730904+0.9625184936502302j),(9.291393719526834e-05+6.794806933429458e-06j)
5.611,(-0.1202744412056748+0.05000465510368892j),(0.2382321677942029+0.96244354120173j),(9.29071739361411e-05+6.770005267602901e-06j)
5.612,(-0.1202455447738171+0.05004357125363222j),(0.2385416524282354+0.9623684905014609j),(9.290047569176122e-05+6.745212617088614e-06j)
5.613,(-0.120216622668586+0.05008246924333539j),(0.2388511149452437+0.9622933415543335j),(9.289384237813012e-05+6.720428920808945e-06j)
5.614,(-0.1201876749015786+0.0501213490558796j),(0.2391605553152829+0.9622180943652682j),(9.288727391285832e-05+6.695654118460458e-06j)
5.615,(-0.1201587014844025+0.05016021067435296j),(0.2394699735084074+0.962142748939192j),(9.288077021439991e-05+6.670888149555497e-06j)
5.616,(-0.1201297024286756+0.05019905408184999j),(0.2397793694946695+0.9620673052810428j),(9.287433120143962e-05+6.646130953537107e-06j)
5.617,(-0.1201006777460267+0.05023787926147279j),(0.2400887432441214+0.9619917633957659j),(9.286795679135676e-05+6.621382470431894e-06j)
5.618,(-0.1200716274480945+0.05027668619632943j),(0.2403980947268129+0.9619161232883153j),(9.286164690421874e-05+6.596642639621267e-06j)
5.619,(-0.1200425515465289+0.05031547486953589j),(0.2407074239127935+0.9618403849636542j),(9.285540145863461e-05+6.571911401416267e-06j)
5.62,(-0.1200134500529898+0.05035424526421435j),(0.2410167307721115+0.9617645484267539j),(9.284922037405947e-05+6.54718869590559e-06j)
5.621,(-0.1199843229791474+0.05039299736349376j),(0.2413260152748143+0.9616886136825951j),(9.284310357217966e-05+6.522474462801316e-06j)
5.622,(-0.1199551703366829+0.05043173115051041j),(0.2416352773909473+0.9616125807361663j),(9.283705097106989e-05+6.49776864313107e-06j)
5.623,(-0.1199259921372877+0.05047044660840744j),(0.2419445170905558+0.9615364495924653j),(9.283106249257481e-05+6.473071176815574e-06j)
5.624,(-0.1198967883926633+0.05050914372033442j),(0.2422537343436833+0.9614602202564985j),(9.282513805769632e-05+6.448382004630064e-06j)
5.625,(-0.1198675591145225+0.05054782246944846j),(0.2425629291203727+0.9613838927332807j),(9.28192775873621e-05+6.423701066858042e-06j)
5.626,(-0.1198383043145878+0.05058648283891306j),(0.242872101390665+0.9613074670278355j),(9.281348100334996e-05+6.39902830486937e-06j)
5.627,(-0.1198090240045926+0.05062512481189924j),(0.2431812511246006+0.9612309431451956j),(9.280774822798048e-05+6.374363658772064e-06j)
5.628,(-0.1197797181962806+0.05066374837158445j),(0.2434903782922194+0.9611543210904019j),(9.280207918303941e-05+6.349707069915099e-06j)
5.629,(-0.1197503869014057+0.05070235350115305j),(0.2437994828635597+0.9610776008685041j),(9.279647379131804e-05+6.325058479579602e-06j)
5.63,(-0.1197210301317328+0.05074094018379673j),(0.2441085648086582+0.9610007824845609j),(9.279093197692349e-05+6.300417827937711e-06j)
5.631,(-0.1196916478990368+0.05077950840271398j),(0.2444176240975517+0.9609238659436393j),(9.278545366126953e-05+6.275785057792169e-06j)
5.632,(-0.1196622402151031+0.05081805814111003j),(0.2447266607002745+0.9608468512508154j),(9.278003876924506e-05+6.251160109718896e-06j)
5.633,(-0.1196328070917276+0.05085658938219723j),(0.2450356745868605+0.960769738411174j),(9.277468722443409e-05+6.226542924919608e-06j)
5.634,(-0.1196033485407169+0.05089510210919523j),(0.2453446657273429+0.9606925274298075j),(9.276939895143002e-05+6.20193344549283e-06j)
5.635,(-0.1195738645738874+0.05093359630533009j),(0.2456536340917542+0.9606152183118191j),(9.276417387398344e-05+6.177331613122415e-06j)
5.636,(-0.1195443552030665+0.05097207195383524j),(0.2459625796501242+0.9605378110623187j),(9.275901191855445e-05+6.152737369192575e-06j)
5.637,(-0.1195148204400917+0.05101052903795091j),(0.2462715023724832+0.9604603056864262j),(9.275391300875298e-05+6.128150655985476e-06j)
5.638,(-0.1194852602968113+0.0510489675409245j),(0.2465804022288596+0.9603827021892699j),(9.274887707074527e-05+6.10357141536818e-06j)
5.639,(-0.1194556747850834+0.05108738744601034j),(0.2468892791892814+0.960305000575987j),(9.274390403109269e-05+6.078999589835951e-06j)
5.64,(-0.1194260639167769+0.05112578873646964j),(0.2471981332237748+0.9602272008517224j),(9.273899381566943e-05+6.054435120927666e-06j)
5.641,(-0.1193964277037713+0.05116417139557083j),(0.2475069643023661+0.9601493030216314j),(9.273414635028051e-05+6.029877951854827e-06j)
5.642,(-0.1193667661579561+0.05120253540658946j),(0.2478157723950798+0.9600713070908768j),(9.272936156236403e-05+6.005328024214804e-06j)
5.643,(-0.1193370792912316+0.05124088075280776j),(0.248124557471939+0.9599932130646303j),(9.272463937960033e-05+5.980785280465742e-06j)
5.644,(-0.1193073671155079+0.05127920741751519j),(0.2484333195029663+0.9599150209480728j),(9.271997972836346e-05+5.956249664082777e-06j)
5.645,(-0.1192776296427062+0.05131751538400843j),(0.2487420584581842+0.9598367307463941j),(9.271538253743728e-05+5.931721117196754e-06j)
5.646,(-0.1192478668847576+0.05135580463559072j),(0.249050774307612+0.9597583424647919j),(9.271084773445484e-05+5.907199582916934e-06j)
5.647,(-0.1192180788536038+0.05139407515557299j),(0.24935946702127+0.959679856108473j),(9.270637524822189e-05+5.882685003549593e-06j)
5.648,(-0.1191882655611968+0.05143232692727291j),(0.2496681365691769+0.9596012716826536j),(9.270196500639245e-05+5.858177322729052e-06j)
5.649,(-0.1191584270194993+0.05147055993401521j),(0.2499767829213505+0.9595225891925578j),(9.269761693965532e-05+5.833676483558083e-06j)
5.65,(-0.1191285632404836+0.05150877415913174j),(0.2502854060478069+0.9594438086434188j),(9.269333097553203e-05+5.80918242911169e-06j)
5.651,(-0.1190986742361333+0.05154696958596138j),(0.250594005918562+0.9593649300404791j),(9.268910704566688e-05+5.784695102669424e-06j)
5.652,(-0.1190687600184418+0.05158514619785032j),(0.2509025825036303+0.9592859533889887j),(9.268494507869133e-05+5.760214447522012e-06j)
5.653,(-0.1190388205994129+0.05162330397815135j),(0.2512111357730259+0.959206878694208j),(9.268084500503387e-05+5.735740407592262e-06j)
5.654,(-0.1190088559910611+0.05166144291022511j),(0.2515196656967614+0.9591277059614047j),(9.267680675536917e-05+5.711272925999127e-06j)
5.655,(-0.1189788662054109+0.05169956297743885j),(0.2518281722448489+0.9590484351958557j),(9.267283026077377e-05+5.686811946493835e-06j)
5.656,(-0.1189488512544975+0.05173766416316697j),(0.2521366553872983+0.9589690664028471j),(9.266891545241583e-05+5.662357413421975e-06j)
5.657,(-0.1189188111503661+0.05177574645079121j),(0.2524451150941209+0.9588895995876741j),(9.26650622618661e-05+5.637909269780753e-06j)
5.658,(-0.1188887459050723+0.05181380982370019j),(0.2527535513353249+0.9588100347556392j),(9.266127062032107e-05+5.613467460716507e-06j)
5.659,(-0.1188586555306826+0.05185185426529005j),(0.2530619640809186+0.9587303719120558j),(9.26575404607801e-05+5.589031928860321e-06j)
5.66,(-0.1188285400392729+0.05188987975896345j),(0.2533703533009093+0.9586506110622439j),(9.265387171431353e-05+5.564602619888194e-06j)
5.661,(-0.1187983994429302+0.05192788628813081j),(0.2536787189653028+0.9585707522115336j),(9.265026431550796e-05+5.540179476570617e-06j)
5.662,(-0.1187682337537516+0.05196587383620947j),(0.2539870610441047+0.9584907953652637j),(9.264671819608712e-05+5.515762444102111e-06j)
5.663,(-0.1187380429838446+0.05200384238662396j),(0.2542953795073192+0.9584107405287815j),(9.264323328911321e-05+5.491351467300719e-06j)
5.664,(-0.1187078271453267+0.05204179192280595j),(0.2546036743249496+0.9583305877074431j),(9.26398095289889e-05+5.466946489555619e-06j)
5.665,(-0.1186775862503263+0.05207972242819442j),(0.2549119454669994+0.9582503369066144j),(9.263644684927735e-05+5.442547456565874e-06j)
5.666,(-0.1186473203109815+0.05211763388623528j),(0.2552201929034691+0.9581699881316679j),(9.263314518425975e-05+5.418154312056153e-06j)
5.667,(-0.1186170293394412+0.05215552628038188j),(0.2555284166043601+0.958089541387987j),(9.2629904467845e-05+5.393767001672839e-06j)
5.668,(-0.1185867133478645+0.05219339959409475j),(0.2558366165396727+0.9580089966809634j),(9.262672463544096e-05+5.369385469983608e-06j)
5.669,(-0.1185563723484207+0.0522312538108415j),(0.2561447926794052+0.9579283540159971j),(9.262360562224003e-05+5.345009661607271e-06j)
5.67,(-0.1185260063532894+0.05226908891409705j),(0.2564529449935561+0.9578476133984969j),(9.262054736290693e-05+5.320639522306603e-06j)
5.671,(-0.1184956153746607+0.05230690488734351j),(0.2567610734521223+0.9577667748338812j),(9.261754979360749e-05+5.296274996530502e-06j)
5.672,(-0.118465199424735+0.05234470171407013j),(0.2570691780251003+0.9576858383275766j),(9.261461284998039e-05+5.271916030145598e-06j)
5.673,(-0.1184347585157226+0.05238247937777379j),(0.2573772586824865+0.9576048038850188j),(9.261173646807397e-05+5.247562568172739e-06j)
5.674,(-0.1184042926598446+0.05242023786195783j),(0.2576853153942745+0.957523671511652j),(9.260892058497181e-05+5.22321455591876e-06j)
5.675,(-0.1183738018693321+0.05245797715013378j),(0.2579933481304587+0.9574424412129297j),(9.260616513723089e-05+5.198871938859738e-06j)
5.676,(-0.1183432861564265+0.05249569722581975j),(0.2583013568610319+0.9573611129943141j),(9.260347006119366e-05+5.174534663110394e-06j)
5.677,(-0.1183127455333797+0.05253339807254129j),(0.2586093415559862+0.9572796868612754j),(9.260083529517766e-05+5.150202673625808e-06j)
5.678,(-0.1182821800124536+0.05257107967383117j),(0.2589173021853133+0.9571981628192948j),(9.259826077744423e-05+5.125875915960261e-06j)
5.679,(-0.1182515896059207+0.0526087420132299j),(0.2592252387190029+0.9571165408738592j),(9.259574644416352e-05+5.101554336620462e-06j)
5.68,(-0.1182209743260634+0.05264638507428449j),(0.2595331511270456+0.9570348210304673j),(9.259329223457847e-05+5.077237881461641e-06j)
5.681,(-0.1181903341851747+0.05268400884054999j),(0.2598410393794294+0.9569530032946254j),(9.259089808662362e-05+5.052926496430819e-06j)
5.682,(-0.1181596691955577+0.052721613295588j),(0.2601489034461429+0.9568710876718477j),(9.258856394037033e-05+5.02862012721416e-06j)
5.683,(-0.1181289793695258+0.05275919842296806j),(0.2604567432971731+0.956789074167659j),(9.258628973332793e-05+5.004318720373127e-06j)
5.684,(-0.1180982647194027+0.05279676420626688j),(0.2607645589025065+0.9567069627875924j),(9.25840754059271e-05+4.980022222012854e-06j)
5.685,(-0.1180675252575222+0.05283431062906798j),(0.261072350232128+0.9566247535371888j),(9.258192089619217e-05+4.955730578722691e-06j)
5.686,(-0.1180367609962286+0.052871837674963j),(0.2613801172560237+0.9565424464219997j),(9.257982614648305e-05+4.931443735890101e-06j)
5.687,(-0.1180059719478763+0.0529093453275503j),(0.261687859944177+0.9564600414475843j),(9.25777910947141e-05+4.907161641347797e-06j)
5.688,(-0.11797515812483+0.05294683357043578j),(0.2619955782665704+0.9563775386195101j),(9.25758156829808e-05+4.882884240707027e-06j)
5.689,(-0.1179443195394646+0.05298430238723287j),(0.2623032721931871+0.9562949379433556j),(9.25738998506571e-05+4.85861148124081e-06j)
5.69,(-0.1179134562041652+0.05302175176156183j),(0.2626109416940091+0.9562122394247065j),(9.257204354004593e-05+4.83434330905887e-06j)
5.691,(-0.1178825681313273+0.05305918167705079j),(0.262918586739016+0.9561294430691573j),(9.257024669119848e-05+4.810079671384338e-06j)
5.692,(-0.1178516553333565+0.0530965921173353j),(0.2632262072981899+0.9560465488823123j),(9.256850924615463e-05+4.785820515258579e-06j)
5.693,(-0.1178207178226687+0.05313398306605757j),(0.2635338033415082+0.9559635568697838j),(9.25668311470588e-05+4.76156578703001e-06j)
5.694,(-0.1177897556116899+0.05317135450686784j),(0.2638413748389505+0.9558804670371938j),(9.256521233553156e-05+4.737315434122297e-06j)
5.695,(-0.1177587687128565+0.0532087064234236j),(0.264148921760495+0.955797279390173j),(9.256365275455645e-05+4.713069403384068e-06j)
5.696,(-0.1177277571386149+0.05324603879938952j),(0.2644564440761176+0.9557139939343599j),(9.25621523459639e-05+4.688827642504399e-06j)
5.697,(-0.117696720901422+0.05328335161843796j),(0.2647639417557961+0.9556306106754032j),(9.256071105279109e-05+4.664590098557919e-06j)
5.698,(-0.1176656600137446+0.05332064486424833j),(0.2650714147695052+0.9555471296189608j),(9.255932881896842e-05+4.64035671816128e-06j)
5.699,(-0.1176345744880601+0.05335791852050777j),(0.2653788630872197+0.9554635507706979j),(9.255800558711616e-05+4.616127449756441e-06j)
5.7,(-0.1176034643368557+0.05339517257091091j),(0.2656862866789148+0.9553798741362894j),(9.2556741301378e-05+4.591902240304591e-06j)
5.701,(-0.1175723295726291+0.05343240699915914j),(0.2659936855145629+0.9552960997214196j),(9.255553590537478e-05+4.567681037057009e-06j)
5.702,(-0.1175411702078878+0.05346962178896211j),(0.2663010595641376+0.9552122275317811j),(9.255438934346497e-05+4.543463788580186e-06j)
5.703,(-0.1175099862551501+0.05350681692403628j),(0.2666084087976101+0.9551282575730753j),(9.255330156058762e-05+4.519250441722017e-06j)
5.704,(-0.1174787777269441+0.05354399238810597j),(0.2669157331849521+0.9550441898510132j),(9.255227250084408e-05+4.495040944803722e-06j)
5.705,(-0.1174475446358078+0.05358114816490262j),(0.2672230326961347+0.954960024371314j),(9.255130210970538e-05+4.470835244978756e-06j)
5.706,(-0.11741628699429+0.05361828423816517j),(0.2675303073011273+0.9548757611397062j),(9.255039033227822e-05+4.446633290559395e-06j)
5.707,(-0.1173850048149494+0.05365540059164044j),(0.2678375569698994+0.9547914001619272j),(9.25495371144097e-05+4.422435030110514e-06j)
5.708,(-0.117353698110355+0.0536924972090823j),(0.2681447816724192+0.9547069414437227j),(9.254874240126668e-05+4.398240410791556e-06j)
5.709,(-0.1173223668930856+0.05372957407425202j),(0.2684519813786551+0.9546223849908484j),(9.254800613986293e-05+4.374049381277152e-06j)
5.71,(-0.1172910111757305+0.05376663117091857j),(0.2687591560585738+0.9545377308090681j),(9.254732827542672e-05+4.349861889428465e-06j)
